learner_category,avg_decision_time,time_variance,rushed_decisions,overthinking_count,overtime_count,avg_time_to_start,time_trend,total_answer_changes,backtrack_count,confidence_rating,questions_answered,skipped_questions,decision_style,accuracy_score,reflection_depth,self_awareness,learning_orientation,creativity_score
quick_careless,19.0,0.133,4,0,0,2.5,speeding_up,0,0,8.4,7,0,impulsive,0.591,0.067,0.395,0.408,0.274
quick_careless,18.7,0.032,2,0,0,2.1,stable,1,0,8.3,7,0,impulsive,0.296,0.35,0.08,0.382,0.099
quick_careless,25.4,0.194,5,0,0,1.4,stable,0,0,6.9,7,0,impulsive,0.398,0.574,0.148,0.448,0.814
quick_careless,15.5,0.171,4,0,0,1.8,stable,0,0,8.0,7,0,impulsive,0.371,0.13,0.407,0.241,0.352
quick_careless,22.6,0.189,4,0,0,2.9,speeding_up,0,0,8.4,7,0,impulsive,0.56,0.329,0.255,0.468,0.363
quick_careless,23.9,0.163,2,0,0,1.8,speeding_up,2,0,8.4,7,0,impulsive,0.652,0.526,0.361,0.603,0.39
quick_careless,26.7,0.112,3,0,0,2.1,speeding_up,1,0,8.6,7,0,impulsive,0.194,0.126,0.355,0.268,0.459
quick_careless,25.0,0.168,4,0,0,2.2,speeding_up,0,0,8.5,7,0,impulsive,0.59,0.239,0.617,0.422,0.226
quick_careless,15.8,0.115,5,0,0,0.3,speeding_up,1,0,8.5,7,0,impulsive,0.591,0.203,0.477,0.418,0.324
quick_careless,22.0,0.107,1,0,0,1.9,stable,0,0,7.3,7,0,impulsive,0.15,0.184,0.386,0.193,0.608
quick_careless,22.4,0.128,3,0,0,2.0,speeding_up,0,0,8.3,7,0,impulsive,0.405,0.118,0.499,0.328,0.665
quick_careless,18.4,0.085,5,0,0,2.4,speeding_up,0,0,9.0,7,0,impulsive,0.459,0.123,0.012,0.343,0.229
quick_careless,24.9,0.149,3,0,0,1.7,speeding_up,0,0,8.6,7,0,impulsive,0.221,0.283,0.267,0.296,0.261
quick_careless,15.4,0.113,5,0,1,2.6,speeding_up,0,0,8.1,7,0,impulsive,0.256,0.64,0.429,0.489,0.346
quick_careless,18.7,0.204,3,0,0,1.5,speeding_up,1,0,8.6,7,0,impulsive,0.265,0.296,0.242,0.351,0.294
quick_careless,19.7,0.121,5,0,0,2.1,stable,0,0,8.4,7,0,impulsive,0.719,0.409,0.158,0.542,0.302
quick_careless,16.6,0.056,7,0,0,1.2,speeding_up,1,0,9.0,7,0,impulsive,0.221,0.738,0.244,0.411,0.293
quick_careless,22.0,0.07,3,0,0,2.0,stable,1,1,9.4,7,0,impulsive,0.273,0.391,0.046,0.427,0.446
quick_careless,25.3,0.11,4,0,0,2.4,stable,3,0,7.9,7,0,impulsive,0.484,0.282,0.089,0.397,0.385
quick_careless,26.3,0.16,7,0,0,2.0,stable,2,0,9.0,7,0,impulsive,0.478,0.218,0.192,0.391,0.648
quick_careless,27.5,0.08,3,0,0,1.7,stable,1,0,9.4,7,0,impulsive,0.374,0.109,0.101,0.26,0.225
quick_careless,21.4,0.098,5,0,0,1.7,speeding_up,0,1,8.0,7,0,impulsive,0.146,0.564,0.24,0.389,0.172
quick_careless,23.6,0.117,3,0,0,1.9,speeding_up,1,0,9.1,7,0,impulsive,0.484,0.08,0.403,0.245,0.679
quick_careless,26.5,0.107,3,0,0,1.4,stable,1,0,8.3,7,0,impulsive,0.637,0.365,0.266,0.586,0.429
quick_careless,20.8,0.185,6,0,0,2.3,stable,2,0,8.9,7,0,impulsive,0.547,0.216,0.283,0.414,0.217
quick_careless,19.8,0.154,1,0,0,1.5,speeding_up,1,1,8.4,7,0,impulsive,0.116,0.348,0.269,0.31,0.624
quick_careless,24.2,0.142,6,0,0,1.7,speeding_up,1,1,8.5,7,0,impulsive,0.196,0.09,0.094,0.151,0.644
quick_careless,22.4,0.059,2,0,0,1.4,stable,1,0,7.8,7,0,impulsive,0.829,0.411,0.18,0.572,0.478
quick_careless,16.9,0.115,2,0,0,1.9,speeding_up,1,0,7.5,7,0,impulsive,0.434,0.53,0.617,0.482,0.501
quick_careless,20.9,0.158,4,0,0,1.7,stable,1,0,9.5,7,0,impulsive,0.303,0.557,0.115,0.514,0.297
quick_careless,23.7,0.15,5,0,0,2.1,stable,3,0,8.6,7,0,impulsive,0.493,0.135,0.091,0.327,0.371
quick_careless,24.0,0.161,6,0,0,2.1,speeding_up,1,0,7.6,7,0,impulsive,0.356,0.36,0.515,0.403,0.558
quick_careless,23.3,0.139,1,0,1,1.0,speeding_up,4,0,7.6,7,0,impulsive,0.203,0.286,0.25,0.396,0.385
quick_careless,23.0,0.162,6,0,0,2.0,speeding_up,4,0,6.7,7,0,impulsive,0.411,0.366,0.324,0.391,0.624
quick_careless,29.3,0.158,1,0,0,2.0,stable,4,0,7.5,7,0,impulsive,0.258,0.275,0.225,0.344,0.459
quick_careless,21.3,0.128,4,0,0,1.9,speeding_up,1,0,8.5,7,0,impulsive,0.36,0.181,0.063,0.265,0.206
quick_careless,19.0,0.105,2,0,0,1.5,stable,0,0,8.4,7,0,impulsive,0.131,0.444,0.355,0.214,0.589
quick_careless,29.3,0.153,7,0,0,1.8,speeding_up,1,1,9.8,7,0,impulsive,0.531,0.453,0.078,0.448,0.245
quick_careless,19.1,0.138,4,0,0,1.6,stable,0,0,9.3,7,0,impulsive,0.317,0.15,0.316,0.228,0.494
quick_careless,21.9,0.084,2,0,0,1.9,speeding_up,1,0,8.3,7,0,impulsive,0.035,0.114,0.568,0.055,0.17
quick_careless,28.9,0.109,1,0,0,1.9,speeding_up,1,0,7.7,7,0,impulsive,0.306,0.543,0.399,0.504,0.504
quick_careless,19.2,0.072,2,0,1,2.1,stable,0,2,7.2,7,0,impulsive,0.146,0.263,0.193,0.296,0.62
quick_careless,21.2,0.133,4,0,0,1.2,stable,2,1,7.6,7,0,impulsive,0.618,0.411,0.176,0.43,0.55
quick_careless,25.6,0.124,7,0,0,1.7,speeding_up,1,1,8.5,7,0,impulsive,0.45,0.175,0.359,0.335,0.47
quick_careless,24.2,0.067,5,0,0,2.4,speeding_up,0,0,8.0,7,0,impulsive,0.486,0.501,0.193,0.462,0.839
quick_careless,22.6,0.122,3,0,0,2.1,stable,0,0,8.5,7,0,impulsive,0.039,0.041,0.263,0.072,0.489
quick_careless,20.8,0.126,4,0,0,2.3,stable,2,0,8.6,7,0,impulsive,0.397,0.18,0.375,0.198,0.185
quick_careless,14.7,0.15,1,0,0,2.6,speeding_up,3,1,7.8,7,0,impulsive,0.454,0.076,0.123,0.364,0.446
quick_careless,28.6,0.101,1,0,1,1.5,speeding_up,0,2,6.9,7,0,impulsive,0.555,0.259,0.374,0.465,0.503
quick_careless,21.6,0.096,6,0,0,2.2,speeding_up,0,1,8.1,7,0,impulsive,0.024,0.097,0.149,0.144,0.492
quick_careless,20.3,0.082,5,0,0,2.1,speeding_up,2,1,8.8,7,0,impulsive,0.374,0.311,0.316,0.28,0.255
quick_careless,25.7,0.142,2,0,0,2.1,speeding_up,1,0,7.8,7,0,impulsive,0.2,0.407,0.496,0.396,0.694
quick_careless,23.3,0.109,3,0,0,0.7,speeding_up,0,0,9.6,7,0,impulsive,0.04,0.092,0.626,0.116,0.512
quick_careless,29.6,0.13,6,0,0,2.1,stable,1,0,7.5,7,0,impulsive,0.675,0.14,0.188,0.456,0.306
quick_careless,33.1,0.124,3,0,0,1.4,speeding_up,0,0,8.4,7,0,impulsive,0.261,0.187,0.117,0.332,0.185
quick_careless,22.0,0.163,3,0,0,2.8,stable,0,0,7.6,7,0,impulsive,0.74,0.243,0.553,0.453,0.508
quick_careless,27.5,0.099,5,0,0,2.9,speeding_up,2,0,9.5,7,0,impulsive,0.199,0.209,0.268,0.179,0.205
quick_careless,21.1,0.158,4,0,0,1.9,stable,0,0,8.8,7,0,impulsive,0.36,0.316,0.449,0.413,0.646
quick_careless,22.6,0.057,1,0,0,1.4,speeding_up,0,1,9.4,7,0,impulsive,0.199,0.19,0.214,0.222,0.202
quick_careless,20.4,0.2,1,0,0,1.4,stable,0,0,7.9,7,0,impulsive,0.297,0.32,0.483,0.372,0.802
quick_careless,16.8,0.132,3,0,0,1.5,speeding_up,0,0,8.6,7,0,impulsive,0.423,0.559,0.057,0.426,0.64
quick_careless,20.0,0.153,1,0,0,1.8,speeding_up,0,1,7.6,7,0,impulsive,0.77,0.304,0.215,0.513,0.542
quick_careless,21.1,0.14,4,0,0,1.5,speeding_up,2,1,8.0,7,0,impulsive,0.188,0.309,0.291,0.354,0.712
quick_careless,18.1,0.185,1,0,1,2.5,speeding_up,0,0,7.5,7,0,impulsive,0.361,0.403,0.27,0.44,0.69
quick_careless,27.9,0.076,4,0,0,1.8,speeding_up,0,0,8.5,7,0,impulsive,0.299,0.265,0.419,0.391,0.607
quick_careless,22.6,0.153,2,0,0,2.1,speeding_up,0,0,6.9,7,0,impulsive,0.526,0.498,0.362,0.461,0.85
quick_careless,26.0,0.133,2,0,0,1.7,speeding_up,1,1,7.8,7,0,impulsive,0.107,0.223,0.497,0.25,0.58
quick_careless,19.3,0.049,4,0,0,1.9,speeding_up,3,1,8.5,7,0,impulsive,0.285,0.237,0.433,0.309,0.601
quick_careless,13.7,0.126,4,0,1,2.9,speeding_up,2,1,9.2,7,0,impulsive,0.408,0.226,0.491,0.444,0.359
quick_careless,27.1,0.114,6,0,0,1.5,speeding_up,1,1,8.7,7,0,impulsive,0.104,0.504,0.292,0.344,0.363
quick_careless,26.2,0.074,2,0,0,1.8,speeding_up,0,0,7.9,7,0,impulsive,0.562,0.523,0.509,0.514,0.632
quick_careless,19.1,0.141,1,0,0,1.7,speeding_up,1,0,9.0,7,0,impulsive,0.457,0.29,0.614,0.411,0.241
quick_careless,15.5,0.132,1,0,0,1.5,speeding_up,1,1,7.5,7,0,impulsive,0.445,0.616,0.264,0.497,0.319
quick_careless,18.4,0.133,2,0,0,1.4,stable,0,1,8.5,7,0,impulsive,0.556,0.245,0.708,0.46,0.465
quick_careless,27.2,0.127,2,0,0,1.2,speeding_up,2,0,8.1,7,0,impulsive,0.144,0.115,0.211,0.247,0.338
quick_careless,21.2,0.099,3,0,0,1.6,speeding_up,0,0,9.3,7,0,impulsive,0.67,0.484,0.156,0.543,0.737
quick_careless,21.4,0.064,2,0,0,2.1,speeding_up,1,0,8.1,7,0,impulsive,0.182,0.085,0.632,0.2,0.458
quick_careless,25.8,0.13,1,0,0,2.2,stable,0,0,7.7,7,0,impulsive,0.279,0.216,0.337,0.27,0.521
quick_careless,21.5,0.187,4,0,0,1.3,speeding_up,0,0,8.3,7,0,impulsive,0.586,0.2,0.324,0.438,0.27
quick_careless,23.9,0.091,7,0,0,1.6,stable,1,0,7.8,7,0,impulsive,0.203,0.303,0.44,0.359,0.411
quick_careless,22.7,0.091,5,0,0,2.7,speeding_up,0,0,10.0,7,0,impulsive,0.372,0.074,0.196,0.296,0.86
quick_careless,24.2,0.098,1,0,0,1.4,speeding_up,1,2,9.9,7,0,impulsive,0.625,0.38,0.14,0.464,0.664
quick_careless,21.5,0.091,3,0,0,1.5,speeding_up,0,1,8.3,7,0,impulsive,0.308,0.036,0.567,0.288,0.267
quick_careless,25.4,0.063,4,0,1,1.8,stable,1,0,7.8,7,0,impulsive,0.533,0.216,0.314,0.437,0.56
quick_careless,23.1,0.082,5,0,0,2.0,stable,1,0,8.3,7,0,impulsive,0.348,0.123,0.026,0.292,0.294
quick_careless,21.3,0.126,7,0,0,2.1,stable,0,0,7.9,7,0,impulsive,0.306,0.506,0.259,0.418,0.118
quick_careless,20.7,0.069,2,0,0,1.8,stable,0,0,7.7,7,0,impulsive,0.576,0.214,0.657,0.298,0.555
quick_careless,19.9,0.089,5,0,0,1.8,stable,1,0,8.1,7,0,impulsive,0.51,0.205,0.322,0.435,0.55
quick_careless,20.1,0.134,3,0,0,1.7,speeding_up,1,2,9.1,7,0,impulsive,0.422,0.389,0.45,0.428,0.696
quick_careless,21.0,0.098,5,0,0,1.6,speeding_up,1,0,8.4,7,0,impulsive,0.38,0.62,0.155,0.457,0.672
quick_careless,14.4,0.117,5,0,0,2.6,speeding_up,0,0,6.1,7,0,impulsive,0.318,0.273,0.431,0.322,0.216
quick_careless,14.4,0.096,4,0,0,1.0,speeding_up,1,0,7.4,7,0,impulsive,0.111,0.103,0.243,0.246,0.537
quick_careless,26.8,0.059,2,0,0,1.6,stable,0,0,7.3,7,0,impulsive,0.395,0.164,0.269,0.237,0.382
quick_careless,18.3,0.162,5,0,1,2.2,speeding_up,1,1,8.7,7,0,impulsive,0.815,0.112,0.425,0.473,0.456
quick_careless,17.6,0.116,7,0,0,1.9,stable,1,0,9.4,7,0,impulsive,0.221,0.111,0.009,0.202,0.422
quick_careless,20.4,0.093,6,0,0,1.1,speeding_up,1,0,9.3,7,0,impulsive,0.34,0.528,0.287,0.444,0.565
quick_careless,23.0,0.042,3,0,0,2.4,stable,0,0,9.4,7,0,impulsive,0.505,0.166,0.142,0.396,0.313
quick_careless,24.7,0.043,3,0,0,1.4,speeding_up,0,0,9.3,7,0,impulsive,0.376,0.12,0.043,0.33,0.74
quick_careless,25.4,0.137,3,0,0,2.7,stable,2,1,9.4,7,0,impulsive,0.659,0.321,0.239,0.43,0.398
quick_careless,24.7,0.139,6,0,0,1.4,speeding_up,1,1,9.0,7,0,impulsive,0.388,0.448,0.109,0.462,0.531
quick_careless,20.0,0.163,6,0,0,1.9,stable,1,0,9.2,7,0,impulsive,0.535,0.177,0.066,0.405,0.404
quick_careless,21.1,0.176,2,0,0,2.2,stable,0,1,7.5,7,0,impulsive,0.612,0.407,0.146,0.465,0.609
quick_careless,25.2,0.097,2,0,1,1.2,speeding_up,2,0,9.9,7,0,impulsive,0.434,0.58,0.644,0.575,0.441
quick_careless,20.7,0.157,4,0,0,1.9,speeding_up,1,0,7.7,7,0,impulsive,0.356,0.185,0.219,0.355,0.53
quick_careless,16.6,0.137,4,0,0,1.5,speeding_up,0,0,10.0,7,0,impulsive,0.085,0.649,0.281,0.502,0.425
quick_careless,18.8,0.11,4,0,0,1.9,speeding_up,1,1,8.7,7,0,impulsive,0.666,0.464,0.267,0.625,0.463
quick_careless,19.2,0.079,3,0,0,2.1,stable,1,0,8.2,7,0,impulsive,0.328,0.58,0.064,0.461,0.297
quick_careless,24.0,0.142,5,0,0,3.0,stable,0,1,9.3,7,0,impulsive,0.437,0.296,0.346,0.408,0.245
quick_careless,25.8,0.088,7,0,0,1.8,speeding_up,1,0,8.9,7,0,impulsive,0.345,0.381,0.307,0.403,0.617
quick_careless,24.0,0.086,5,0,1,0.6,stable,1,0,9.0,7,0,impulsive,0.352,0.674,0.036,0.535,0.372
quick_careless,14.2,0.038,4,0,0,2.2,stable,0,0,8.4,7,0,impulsive,0.224,0.039,0.182,0.204,0.496
quick_careless,24.7,0.112,5,0,0,2.1,speeding_up,0,0,8.9,7,0,impulsive,0.384,0.321,0.149,0.499,0.416
quick_careless,21.1,0.124,2,0,0,2.1,speeding_up,2,1,7.6,7,0,impulsive,0.224,0.339,0.538,0.291,0.467
quick_careless,25.9,0.16,4,0,0,2.5,speeding_up,0,0,9.0,7,0,impulsive,0.415,0.164,0.209,0.313,0.651
quick_careless,18.4,0.144,3,0,1,1.5,speeding_up,2,0,9.5,7,0,impulsive,0.303,0.376,0.096,0.369,0.53
quick_careless,21.0,0.206,3,0,0,2.2,speeding_up,2,1,9.2,7,0,impulsive,0.062,0.341,0.12,0.271,0.352
quick_careless,21.8,0.14,3,0,0,1.6,speeding_up,1,1,9.1,7,0,impulsive,0.569,0.148,0.626,0.376,0.483
quick_careless,22.3,0.128,2,0,0,3.0,stable,0,0,8.7,7,0,impulsive,0.498,0.311,0.148,0.46,0.316
quick_careless,19.8,0.121,7,0,0,1.7,speeding_up,1,0,7.1,7,0,impulsive,0.527,0.321,0.188,0.464,0.763
quick_careless,15.2,0.113,6,0,0,1.4,stable,1,1,8.1,7,0,impulsive,0.373,0.295,0.346,0.382,0.393
quick_careless,20.3,0.055,4,0,0,2.6,speeding_up,1,0,8.5,7,0,impulsive,0.095,0.319,0.161,0.24,0.548
quick_careless,21.6,0.069,4,0,0,1.4,speeding_up,3,0,8.4,7,0,impulsive,0.605,0.279,0.044,0.432,0.53
quick_careless,20.7,0.083,1,0,0,1.7,speeding_up,4,0,8.4,7,0,impulsive,0.373,0.403,0.245,0.45,0.25
quick_careless,17.3,0.116,5,0,0,2.3,speeding_up,1,0,8.6,7,0,impulsive,0.11,0.598,0.112,0.283,0.152
quick_careless,22.9,0.102,7,0,0,1.4,speeding_up,0,1,6.4,7,0,impulsive,0.384,0.205,0.214,0.372,0.288
quick_careless,22.2,0.15,2,0,0,1.6,stable,0,0,9.8,7,0,impulsive,0.392,0.383,0.087,0.37,0.646
quick_careless,22.7,0.183,7,0,0,1.6,speeding_up,1,0,8.0,7,0,impulsive,0.19,0.434,0.215,0.306,0.627
quick_careless,16.7,0.149,5,0,0,2.1,speeding_up,1,0,6.7,7,0,impulsive,0.255,0.496,0.1,0.439,0.607
quick_careless,18.1,0.131,2,0,0,1.9,speeding_up,1,1,7.8,7,0,impulsive,0.392,0.592,0.185,0.459,0.502
quick_careless,19.8,0.11,0,0,0,1.9,stable,0,0,9.4,7,0,impulsive,0.329,0.362,0.236,0.369,0.679
quick_careless,20.1,0.145,7,0,0,0.1,speeding_up,1,1,8.4,7,0,impulsive,0.224,0.171,0.284,0.33,0.324
quick_careless,23.7,0.15,6,0,0,1.3,stable,0,0,9.7,7,0,impulsive,0.405,0.344,0.62,0.402,0.303
quick_careless,18.8,0.086,4,0,0,1.0,speeding_up,1,0,8.9,7,0,impulsive,0.314,0.428,0.075,0.396,0.302
quick_careless,16.2,0.103,1,0,0,2.1,stable,1,1,7.9,7,0,impulsive,0.34,0.231,0.434,0.321,0.48
quick_careless,18.6,0.041,6,0,0,1.7,stable,0,0,8.3,7,0,impulsive,0.501,0.031,0.529,0.252,0.393
quick_careless,23.7,0.069,2,0,0,2.2,stable,0,0,8.8,7,0,impulsive,0.445,0.351,0.21,0.397,0.55
quick_careless,22.4,0.138,4,0,0,1.6,speeding_up,0,1,8.4,7,0,impulsive,0.155,0.158,0.311,0.31,0.298
quick_careless,28.7,0.169,5,0,0,1.7,speeding_up,1,0,9.2,7,0,impulsive,0.34,0.456,0.374,0.368,0.484
quick_careless,17.1,0.12,3,0,0,1.1,speeding_up,1,0,8.4,7,0,impulsive,0.605,0.296,0.136,0.466,0.518
quick_careless,23.8,0.112,1,0,0,1.7,speeding_up,2,0,9.1,7,0,impulsive,0.328,0.196,0.169,0.318,0.427
quick_careless,18.2,0.139,5,0,1,2.0,speeding_up,3,0,8.0,7,0,impulsive,0.466,0.178,0.052,0.274,0.79
quick_careless,20.8,0.116,4,0,1,1.0,stable,0,0,8.0,7,0,impulsive,0.189,0.37,0.012,0.316,0.244
quick_careless,24.0,0.122,2,0,0,1.2,speeding_up,0,1,8.0,7,0,impulsive,0.202,0.144,0.165,0.208,0.501
